#layer 1	layer 2	layer 3	layer 4	layer 5	layer 6	layer 7	layer 8	BandID	phiID
2029	2047	2029	2047	2030	2030	2048	2048	56	17
2047	2047	2046	2046	2030	2030	2048	2048	56	6
2047	2047	2047	2047	2030	2030	2048	2048	56	6
2011	2029	2011	2029	2012	2012	2013	2013	57	59
2011	2029	2011	2029	2012	2012	2013	2031	57	55
2011	2029	2011	2029	2012	2012	2031	2031	57	50
2012	2030	2011	2029	2012	2012	2013	2013	57	59
2012	2030	2011	2029	2012	2012	2013	2031	57	55
2012	2030	2011	2029	2012	2012	2031	2031	57	50
2029	2029	2029	2029	2012	2012	2031	2031	57	42
2029	2029	2029	2029	2012	2030	2031	2031	57	38
2029	2029	2029	2029	2030	2030	2031	2031	57	33
2029	2047	2029	2047	2030	2030	2031	2031	57	25
2029	2047	2029	2047	2030	2030	2031	2049	57	21
2029	2047	2029	2047	2030	2030	2049	2049	57	17
2030	2030	2029	2029	2012	2012	2031	2031	57	42
2030	2030	2029	2029	2012	2030	2031	2031	57	38
2030	2030	2029	2029	2030	2030	2031	2031	57	33
2030	2048	2029	2047	2030	2030	2031	2031	57	25
2030	2048	2029	2047	2030	2030	2031	2049	57	21
2030	2048	2029	2047	2030	2030	2049	2049	57	17
2047	2047	2047	2047	2030	2030	2049	2049	57	6
2048	2048	2047	2047	2030	2030	2049	2049	57	6
2012	2030	2011	2029	2013	2013	2013	2013	58	59
2012	2030	2011	2029	2013	2013	2013	2031	58	55
2012	2030	2011	2029	2013	2013	2031	2031	58	50
2012	2030	2012	2030	2013	2013	2013	2013	58	59
2012	2030	2012	2030	2013	2013	2013	2031	58	55
2012	2030	2012	2030	2013	2013	2031	2031	58	50
2030	2030	2029	2029	2013	2013	2031	2031	58	42
2030	2030	2029	2029	2013	2031	2031	2031	58	38
2030	2030	2029	2029	2031	2031	2031	2031	58	33
2030	2030	2030	2030	2013	2013	2031	2031	58	42
2030	2030	2030	2030	2013	2031	2031	2031	58	38
2030	2030	2030	2030	2031	2031	2031	2031	58	33
2030	2048	2029	2047	2031	2031	2031	2031	58	25
2030	2048	2029	2047	2031	2031	2031	2049	58	21
2030	2048	2029	2047	2031	2031	2049	2049	58	17
2030	2048	2030	2048	2031	2031	2031	2031	58	25
2030	2048	2030	2048	2031	2031	2031	2049	58	21
2030	2048	2030	2048	2031	2031	2049	2049	58	17
2048	2048	2047	2047	2031	2031	2049	2049	58	6
2048	2048	2048	2048	2031	2031	2049	2049	58	6
2012	2030	2012	2030	2013	2013	2014	2014	59	59
2012	2030	2012	2030	2013	2013	2014	2032	59	55
2012	2030	2012	2030	2013	2013	2032	2032	59	50
2013	2031	2012	2030	2013	2013	2014	2014	59	59
2013	2031	2012	2030	2013	2013	2014	2032	59	55
2013	2031	2012	2030	2013	2013	2032	2032	59	50
2030	2030	2030	2030	2013	2013	2032	2032	59	42
2030	2030	2030	2030	2013	2031	2032	2032	59	38
2030	2030	2030	2030	2031	2031	2032	2032	59	33
2030	2048	2030	2048	2031	2031	2032	2032	59	25
2030	2048	2030	2048	2031	2031	2032	2050	59	21
2030	2048	2030	2048	2031	2031	2050	2050	59	17
2031	2031	2030	2030	2013	2013	2032	2032	59	42
2031	2031	2030	2030	2013	2031	2032	2032	59	38
2031	2031	2030	2030	2031	2031	2032	2032	59	33
2031	2049	2030	2048	2031	2031	2032	2032	59	25
2031	2049	2030	2048	2031	2031	2032	2050	59	21
2031	2049	2030	2048	2031	2031	2050	2050	59	17
2048	2048	2048	2048	2031	2031	2050	2050	59	6
2049	2049	2048	2048	2031	2031	2050	2050	59	6
2013	2031	2012	2030	2014	2014	2014	2014	60	59
2013	2031	2012	2030	2014	2014	2014	2032	60	55
2013	2031	2012	2030	2014	2014	2032	2032	60	50
2013	2031	2013	2031	2014	2014	2014	2014	60	59
2013	2031	2013	2031	2014	2014	2014	2032	60	55
2013	2031	2013	2031	2014	2014	2032	2032	60	50
2031	2031	2030	2030	2014	2014	2032	2032	60	42
2031	2031	2030	2030	2014	2032	2032	2032	60	38
2031	2031	2030	2030	2032	2032	2032	2032	60	33
2031	2031	2031	2031	2014	2014	2032	2032	60	42
2031	2031	2031	2031	2014	2032	2032	2032	60	38
2031	2031	2031	2031	2032	2032	2032	2032	60	33
2031	2049	2030	2048	2032	2032	2032	2032	60	25
2031	2049	2030	2048	2032	2032	2032	2050	60	21
2031	2049	2030	2048	2032	2032	2050	2050	60	17
2031	2049	2031	2049	2032	2032	2032	2032	60	25
2031	2049	2031	2049	2032	2032	2032	2050	60	21
2031	2049	2031	2049	2032	2032	2050	2050	60	17
2049	2049	2048	2048	2032	2032	2050	2050	60	6
2049	2049	2049	2049	2032	2032	2050	2050	60	6
2013	2031	2013	2031	2014	2014	2015	2015	61	59
2013	2031	2013	2031	2014	2014	2015	2033	61	55
2013	2031	2013	2031	2014	2014	2033	2033	61	50
2014	2032	2013	2031	2014	2014	2015	2015	61	59
2014	2032	2013	2031	2014	2014	2015	2033	61	55
2014	2032	2013	2031	2014	2014	2033	2033	61	50
2031	2031	2031	2031	2014	2014	2033	2033	61	42
2031	2031	2031	2031	2014	2032	2033	2033	61	38
2031	2031	2031	2031	2032	2032	2033	2033	61	33
2031	2049	2031	2049	2032	2032	2033	2033	61	25
2031	2049	2031	2049	2032	2032	2033	2051	61	21
2031	2049	2031	2049	2032	2032	2051	2051	61	17
2032	2032	2031	2031	2014	2014	2033	2033	61	42
2032	2032	2031	2031	2014	2032	2033	2033	61	38
2032	2032	2031	2031	2032	2032	2033	2033	61	33
2032	2050	2031	2049	2032	2032	2033	2033	61	25
2032	2050	2031	2049	2032	2032	2033	2051	61	21
2032	2050	2031	2049	2032	2032	2051	2051	61	17
2049	2049	2049	2049	2032	2032	2051	2051	61	6
2050	2050	2049	2049	2032	2032	2051	2051	61	6
2014	2032	2013	2031	2015	2015	2015	2015	62	59
2014	2032	2013	2031	2015	2015	2015	2033	62	55
2014	2032	2013	2031	2015	2015	2033	2033	62	50
2032	2032	2031	2031	2015	2015	2033	2033	62	42
2032	2032	2031	2031	2015	2033	2033	2033	62	38
2032	2032	2031	2031	2033	2033	2033	2033	62	33
2032	2050	2031	2049	2033	2033	2033	2033	62	25
2032	2050	2031	2049	2033	2033	2033	2051	62	21
2032	2050	2031	2049	2033	2033	2051	2051	62	17
2050	2050	2049	2049	2033	2033	2051	2051	62	6
3001	3019	3001	3019	3003	3003	3003	3003	68	59
3001	3019	3001	3019	3003	3003	3003	3021	68	55
3001	3019	3001	3019	3003	3003	3021	3021	68	50
3001	3019	3002	3020	3003	3003	3003	3003	68	59
3001	3019	3002	3020	3003	3003	3003	3021	68	55
3001	3019	3002	3020	3003	3003	3021	3021	68	50
3019	3019	3019	3019	3003	3003	3021	3021	68	42
3019	3019	3019	3019	3003	3021	3021	3021	68	38
3019	3019	3019	3019	3021	3021	3021	3021	68	33
3019	3019	3020	3020	3003	3003	3021	3021	68	42
3019	3019	3020	3020	3003	3021	3021	3021	68	38
3019	3019	3020	3020	3021	3021	3021	3021	68	33
3019	3037	3019	3037	3021	3021	3021	3021	68	25
3019	3037	3019	3037	3021	3021	3021	3039	68	21
3019	3037	3019	3037	3021	3021	3039	3039	68	17
3019	3037	3020	3038	3021	3021	3021	3021	68	25
3019	3037	3020	3038	3021	3021	3021	3039	68	21
3019	3037	3020	3038	3021	3021	3039	3039	68	17
3037	3037	3037	3037	3021	3021	3039	3039	68	6
3037	3037	3038	3038	3021	3021	3039	3039	68	6
3001	3019	3002	3020	3003	3003	3004	3004	69	59
3001	3019	3002	3020	3003	3003	3004	3022	69	55
3001	3019	3002	3020	3003	3003	3022	3022	69	50
3002	3020	3002	3020	3003	3003	3004	3004	69	59
3002	3020	3002	3020	3003	3003	3004	3022	69	55
3002	3020	3002	3020	3003	3003	3022	3022	69	50
3002	3020	3002	3020	3004	3004	3004	3004	69	59
3002	3020	3002	3020	3004	3004	3004	3022	69	55
3002	3020	3002	3020	3004	3004	3022	3022	69	50
3019	3019	3020	3020	3003	3003	3022	3022	69	42
3019	3019	3020	3020	3003	3021	3022	3022	69	38
3019	3019	3020	3020	3021	3021	3022	3022	69	33
3019	3037	3020	3038	3021	3021	3022	3022	69	25
3019	3037	3020	3038	3021	3021	3022	3040	69	21
3019	3037	3020	3038	3021	3021	3040	3040	69	17
3020	3020	3020	3020	3003	3003	3022	3022	69	42
3020	3020	3020	3020	3003	3021	3022	3022	69	38
3020	3020	3020	3020	3004	3004	3022	3022	69	42
3020	3020	3020	3020	3004	3022	3022	3022	69	38
3020	3020	3020	3020	3021	3021	3022	3022	69	33
3020	3020	3020	3020	3022	3022	3022	3022	69	33
3020	3038	3020	3038	3021	3021	3022	3022	69	25
3020	3038	3020	3038	3021	3021	3022	3040	69	21
3020	3038	3020	3038	3021	3021	3040	3040	69	17
3020	3038	3020	3038	3022	3022	3022	3022	69	25
3020	3038	3020	3038	3022	3022	3022	3040	69	21
3020	3038	3020	3038	3022	3022	3040	3040	69	17
3037	3037	3038	3038	3021	3021	3040	3040	69	6
3038	3038	3038	3038	3021	3021	3040	3040	69	6
3038	3038	3038	3038	3022	3022	3040	3040	69	6
3002	3020	3003	3021	3004	3004	3004	3004	70	59
3002	3020	3003	3021	3004	3004	3004	3022	70	55
3002	3020	3003	3021	3004	3004	3022	3022	70	50
3020	3020	3021	3021	3004	3004	3022	3022	70	42
3020	3020	3021	3021	3004	3022	3022	3022	70	38
3020	3020	3021	3021	3022	3022	3022	3022	70	33
3020	3038	3021	3039	3022	3022	3022	3022	70	25
3020	3038	3021	3039	3022	3022	3022	3040	70	21
3020	3038	3021	3039	3022	3022	3040	3040	70	17
3038	3038	3039	3039	3022	3022	3040	3040	70	6
3002	3020	3003	3021	3004	3004	3005	3005	71	59
3002	3020	3003	3021	3004	3004	3005	3023	71	55
3002	3020	3003	3021	3004	3004	3023	3023	71	50
3003	3021	3003	3021	3004	3004	3005	3005	71	59
3003	3021	3003	3021	3004	3004	3005	3023	71	55
3003	3021	3003	3021	3004	3004	3023	3023	71	50
3003	3021	3003	3021	3005	3005	3005	3005	71	59
3003	3021	3003	3021	3005	3005	3005	3023	71	55
3003	3021	3003	3021	3005	3005	3023	3023	71	50
3020	3020	3021	3021	3004	3004	3023	3023	71	42
3020	3020	3021	3021	3004	3022	3023	3023	71	38
3020	3020	3021	3021	3022	3022	3023	3023	71	33
3020	3038	3021	3039	3022	3022	3023	3023	71	25
3020	3038	3021	3039	3022	3022	3023	3041	71	21
3020	3038	3021	3039	3022	3022	3041	3041	71	17
3021	3021	3021	3021	3004	3004	3023	3023	71	42
3021	3021	3021	3021	3004	3022	3023	3023	71	38
3021	3021	3021	3021	3005	3005	3023	3023	71	42
3021	3021	3021	3021	3005	3023	3023	3023	71	38
3021	3021	3021	3021	3022	3022	3023	3023	71	33
3021	3021	3021	3021	3023	3023	3023	3023	71	33
3021	3039	3021	3039	3022	3022	3023	3023	71	25
3021	3039	3021	3039	3022	3022	3023	3041	71	21
3021	3039	3021	3039	3022	3022	3041	3041	71	17
3021	3039	3021	3039	3023	3023	3023	3023	71	25
3021	3039	3021	3039	3023	3023	3023	3041	71	21
3021	3039	3021	3039	3023	3023	3041	3041	71	17
3038	3038	3039	3039	3022	3022	3041	3041	71	6
3039	3039	3039	3039	3022	3022	3041	3041	71	6
3039	3039	3039	3039	3023	3023	3041	3041	71	6
3003	3021	3004	3022	3005	3005	3005	3005	72	59
3003	3021	3004	3022	3005	3005	3005	3023	72	55
3003	3021	3004	3022	3005	3005	3023	3023	72	50
3021	3021	3022	3022	3005	3005	3023	3023	72	42
3021	3021	3022	3022	3005	3023	3023	3023	72	38
3021	3021	3022	3022	3023	3023	3023	3023	72	33
3021	3039	3022	3040	3023	3023	3023	3023	72	25
3021	3039	3022	3040	3023	3023	3023	3041	72	21
3021	3039	3022	3040	3023	3023	3041	3041	72	17
3039	3039	3040	3040	3023	3023	3041	3041	72	6
3003	3021	3004	3022	3005	3005	3006	3006	73	59
3003	3021	3004	3022	3005	3005	3006	3024	73	55
3003	3021	3004	3022	3005	3005	3024	3024	73	50
3004	3022	3004	3022	3005	3005	3006	3006	73	59
3004	3022	3004	3022	3005	3005	3006	3024	73	55
3004	3022	3004	3022	3005	3005	3024	3024	73	50
3021	3021	3022	3022	3005	3005	3024	3024	73	42
3021	3021	3022	3022	3005	3023	3024	3024	73	38
3021	3021	3022	3022	3023	3023	3024	3024	73	33
3021	3039	3022	3040	3023	3023	3024	3024	73	25
3021	3039	3022	3040	3023	3023	3024	3042	73	21
3021	3039	3022	3040	3023	3023	3042	3042	73	17
3022	3022	3022	3022	3005	3005	3024	3024	73	42
3022	3022	3022	3022	3005	3023	3024	3024	73	38
3022	3022	3022	3022	3023	3023	3024	3024	73	33
3022	3040	3022	3040	3023	3023	3024	3024	73	25
3022	3040	3022	3040	3023	3023	3024	3042	73	21
3022	3040	3022	3040	3023	3023	3042	3042	73	17
3039	3039	3040	3040	3023	3023	3042	3042	73	6
3040	3040	3040	3040	3023	3023	3042	3042	73	6
3004	3022	3004	3022	3006	3006	3006	3006	74	59
3004	3022	3004	3022	3006	3006	3006	3024	74	55
3004	3022	3004	3022	3006	3006	3024	3024	74	50
3004	3022	3005	3023	3006	3006	3006	3006	74	59
3004	3022	3005	3023	3006	3006	3006	3024	74	55
3004	3022	3005	3023	3006	3006	3007	3007	74	59
3004	3022	3005	3023	3006	3006	3007	3025	74	55
3004	3022	3005	3023	3006	3006	3024	3024	74	50
3004	3022	3005	3023	3006	3006	3025	3025	74	50
3022	3022	3022	3022	3006	3006	3024	3024	74	42
3022	3022	3022	3022	3006	3024	3024	3024	74	38
3022	3022	3022	3022	3024	3024	3024	3024	74	33
3022	3022	3023	3023	3006	3006	3024	3024	74	42
3022	3022	3023	3023	3006	3006	3025	3025	74	42
3022	3022	3023	3023	3006	3024	3024	3024	74	38
3022	3022	3023	3023	3006	3024	3025	3025	74	38
3022	3022	3023	3023	3024	3024	3024	3024	74	33
3022	3022	3023	3023	3024	3024	3025	3025	74	33
3022	3040	3022	3040	3024	3024	3024	3024	74	25
3022	3040	3022	3040	3024	3024	3024	3042	74	21
3022	3040	3022	3040	3024	3024	3042	3042	74	17
3022	3040	3023	3041	3024	3024	3024	3024	74	25
3022	3040	3023	3041	3024	3024	3024	3042	74	21
3022	3040	3023	3041	3024	3024	3025	3025	74	25
3022	3040	3023	3041	3024	3024	3025	3043	74	21
3022	3040	3023	3041	3024	3024	3042	3042	74	17
3022	3040	3023	3041	3024	3024	3043	3043	74	17
3040	3040	3040	3040	3024	3024	3042	3042	74	6
3040	3040	3041	3041	3024	3024	3042	3042	74	6
3040	3040	3041	3041	3024	3024	3043	3043	74	6
3005	3023	3005	3023	3006	3006	3007	3007	75	59
3005	3023	3005	3023	3006	3006	3007	3025	75	55
3005	3023	3005	3023	3006	3006	3025	3025	75	50
3005	3023	3005	3023	3007	3007	3007	3007	75	59
3005	3023	3005	3023	3007	3007	3007	3025	75	55
3005	3023	3005	3023	3007	3007	3025	3025	75	50
3023	3023	3023	3023	3006	3006	3025	3025	75	42
3023	3023	3023	3023	3006	3024	3025	3025	75	38
3023	3023	3023	3023	3007	3007	3025	3025	75	42
3023	3023	3023	3023	3007	3025	3025	3025	75	38
3023	3023	3023	3023	3024	3024	3025	3025	75	33
3023	3023	3023	3023	3025	3025	3025	3025	75	33
3023	3041	3023	3041	3024	3024	3025	3025	75	25
3023	3041	3023	3041	3024	3024	3025	3043	75	21
3023	3041	3023	3041	3024	3024	3043	3043	75	17
3023	3041	3023	3041	3025	3025	3025	3025	75	25
3023	3041	3023	3041	3025	3025	3025	3043	75	21
3023	3041	3023	3041	3025	3025	3043	3043	75	17
3041	3041	3041	3041	3024	3024	3043	3043	75	6
3041	3041	3041	3041	3025	3025	3043	3043	75	6
3005	3023	3006	3024	3007	3007	3007	3007	76	59
3005	3023	3006	3024	3007	3007	3007	3025	76	55
3005	3023	3006	3024	3007	3007	3025	3025	76	50
3023	3023	3024	3024	3007	3007	3025	3025	76	42
3023	3023	3024	3024	3007	3025	3025	3025	76	38
3023	3023	3024	3024	3025	3025	3025	3025	76	33
3023	3041	3024	3042	3025	3025	3025	3025	76	25
3023	3041	3024	3042	3025	3025	3025	3043	76	21
3023	3041	3024	3042	3025	3025	3043	3043	76	17
3041	3041	3042	3042	3025	3025	3043	3043	76	6
3005	3023	3006	3024	3007	3007	3008	3008	77	59
3005	3023	3006	3024	3007	3007	3008	3026	77	55
3005	3023	3006	3024	3007	3007	3026	3026	77	50
3006	3024	3006	3024	3007	3007	3008	3008	77	59
3006	3024	3006	3024	3007	3007	3008	3026	77	55
3006	3024	3006	3024	3007	3007	3026	3026	77	50
3023	3023	3024	3024	3007	3007	3026	3026	77	42
3023	3023	3024	3024	3007	3025	3026	3026	77	38
3023	3023	3024	3024	3025	3025	3026	3026	77	33
3023	3041	3024	3042	3025	3025	3026	3026	77	25
3023	3041	3024	3042	3025	3025	3026	3044	77	21
3023	3041	3024	3042	3025	3025	3044	3044	77	17
3024	3024	3024	3024	3007	3007	3026	3026	77	42
3024	3024	3024	3024	3007	3025	3026	3026	77	38
3024	3024	3024	3024	3025	3025	3026	3026	77	33
3024	3042	3024	3042	3025	3025	3026	3026	77	25
3024	3042	3024	3042	3025	3025	3026	3044	77	21
3024	3042	3024	3042	3025	3025	3044	3044	77	17
3041	3041	3042	3042	3025	3025	3044	3044	77	6
3042	3042	3042	3042	3025	3025	3044	3044	77	6
3006	3024	3006	3024	3008	3008	3008	3008	78	59
3006	3024	3006	3024	3008	3008	3008	3026	78	55
3006	3024	3006	3024	3008	3008	3026	3026	78	50
3006	3024	3007	3025	3008	3008	3008	3008	78	59
3006	3024	3007	3025	3008	3008	3009	3009	78	59
3006	3024	3007	3025	3008	3008	3009	3027	78	55
3006	3024	3007	3025	3008	3008	3026	3026	78	50
3006	3024	3007	3025	3008	3008	3027	3027	78	50
3024	3024	3024	3024	3008	3008	3026	3026	78	42
3024	3024	3024	3024	3008	3026	3026	3026	78	38
3024	3024	3024	3024	3026	3026	3026	3026	78	33
3024	3024	3025	3025	3008	3008	3026	3026	78	42
3024	3024	3025	3025	3008	3008	3027	3027	78	42
3024	3024	3025	3025	3008	3026	3026	3026	78	38
3024	3024	3025	3025	3008	3026	3027	3027	78	38
3024	3024	3025	3025	3026	3026	3026	3026	78	33
3024	3024	3025	3025	3026	3026	3027	3027	78	33
3024	3042	3024	3042	3026	3026	3026	3026	78	25
3024	3042	3024	3042	3026	3026	3026	3044	78	21
3024	3042	3024	3042	3026	3026	3044	3044	78	17
3024	3042	3025	3043	3026	3026	3026	3026	78	25
3024	3042	3025	3043	3026	3026	3026	3044	78	21
3024	3042	3025	3043	3026	3026	3027	3027	78	25
3024	3042	3025	3043	3026	3026	3027	3045	78	21
3024	3042	3025	3043	3026	3026	3044	3044	78	17
3024	3042	3025	3043	3026	3026	3045	3045	78	17
3042	3042	3042	3042	3026	3026	3044	3044	78	6
3042	3042	3043	3043	3026	3026	3044	3044	78	6
3042	3042	3043	3043	3026	3026	3045	3045	78	6
3007	3025	3007	3025	3008	3008	3009	3009	79	59
3007	3025	3007	3025	3008	3008	3009	3027	79	55
3007	3025	3007	3025	3008	3008	3027	3027	79	50
3007	3025	3007	3025	3009	3009	3009	3009	79	59
3007	3025	3007	3025	3009	3009	3009	3027	79	55
3007	3025	3007	3025	3009	3009	3027	3027	79	50
3025	3025	3025	3025	3008	3008	3027	3027	79	42
3025	3025	3025	3025	3008	3026	3027	3027	79	38
3025	3025	3025	3025	3009	3009	3027	3027	79	42
3025	3025	3025	3025	3009	3027	3027	3027	79	38
3025	3025	3025	3025	3026	3026	3027	3027	79	33
3025	3025	3025	3025	3027	3027	3027	3027	79	33
3025	3043	3025	3043	3026	3026	3027	3027	79	25
3025	3043	3025	3043	3026	3026	3027	3045	79	21
3025	3043	3025	3043	3026	3026	3045	3045	79	17
3025	3043	3025	3043	3027	3027	3027	3027	79	25
3025	3043	3025	3043	3027	3027	3027	3045	79	21
3025	3043	3025	3043	3027	3027	3045	3045	79	17
3043	3043	3043	3043	3026	3026	3045	3045	79	6
3043	3043	3043	3043	3027	3027	3045	3045	79	6
3007	3025	3008	3026	3009	3009	3009	3009	80	59
3007	3025	3008	3026	3009	3009	3009	3027	80	55
3007	3025	3008	3026	3009	3009	3027	3027	80	50
3025	3025	3026	3026	3009	3009	3027	3027	80	42
3025	3025	3026	3026	3009	3027	3027	3027	80	38
3025	3025	3026	3026	3027	3027	3027	3027	80	33
3025	3043	3026	3044	3027	3027	3027	3027	80	25
3025	3043	3026	3044	3027	3027	3027	3045	80	21
3025	3043	3026	3044	3027	3027	3045	3045	80	17
3043	3043	3044	3044	3027	3027	3045	3045	80	6
3007	3025	3008	3026	3009	3009	3010	3010	81	59
3007	3025	3008	3026	3009	3009	3010	3028	81	55
3007	3025	3008	3026	3009	3009	3028	3028	81	50
3008	3026	3008	3026	3009	3009	3010	3010	81	59
3008	3026	3008	3026	3009	3009	3010	3028	81	55
3008	3026	3008	3026	3009	3009	3028	3028	81	50
3025	3025	3026	3026	3009	3009	3028	3028	81	42
3025	3025	3026	3026	3009	3027	3028	3028	81	38
3025	3025	3026	3026	3027	3027	3028	3028	81	33
3025	3043	3026	3044	3027	3027	3028	3028	81	25
3025	3043	3026	3044	3027	3027	3028	3046	81	21
3025	3043	3026	3044	3027	3027	3046	3046	81	17
3026	3026	3026	3026	3009	3009	3028	3028	81	42
3026	3026	3026	3026	3009	3027	3028	3028	81	38
3026	3026	3026	3026	3027	3027	3028	3028	81	33
3026	3044	3026	3044	3027	3027	3028	3028	81	25
3026	3044	3026	3044	3027	3027	3028	3046	81	21
3026	3044	3026	3044	3027	3027	3046	3046	81	17
3043	3043	3044	3044	3027	3027	3046	3046	81	6
3044	3044	3044	3044	3027	3027	3046	3046	81	6
3008	3026	3008	3026	3010	3010	3010	3010	82	59
3008	3026	3008	3026	3010	3010	3010	3028	82	55
3008	3026	3008	3026	3010	3010	3028	3028	82	50
3008	3026	3009	3027	3010	3010	3010	3010	82	59
3008	3026	3009	3027	3010	3010	3010	3028	82	55
3008	3026	3009	3027	3010	3010	3028	3028	82	50
3026	3026	3026	3026	3010	3010	3028	3028	82	42
3026	3026	3026	3026	3010	3028	3028	3028	82	38
3026	3026	3026	3026	3028	3028	3028	3028	82	33
3026	3026	3027	3027	3010	3010	3028	3028	82	42
3026	3026	3027	3027	3010	3028	3028	3028	82	38
3026	3026	3027	3027	3028	3028	3028	3028	82	33
3026	3044	3026	3044	3028	3028	3028	3028	82	25
3026	3044	3026	3044	3028	3028	3028	3046	82	21
3026	3044	3026	3044	3028	3028	3046	3046	82	17
3026	3044	3027	3045	3028	3028	3028	3028	82	25
3026	3044	3027	3045	3028	3028	3028	3046	82	21
3026	3044	3027	3045	3028	3028	3046	3046	82	17
3044	3044	3044	3044	3028	3028	3046	3046	82	6
3044	3044	3045	3045	3028	3028	3046	3046	82	6
3008	3026	3009	3027	3010	3010	3011	3011	83	59
3008	3026	3009	3027	3010	3010	3011	3029	83	55
3008	3026	3009	3027	3010	3010	3029	3029	83	50
3009	3027	3009	3027	3010	3010	3011	3011	83	59
3009	3027	3009	3027	3010	3010	3011	3029	83	55
3009	3027	3009	3027	3010	3010	3029	3029	83	50
3026	3026	3027	3027	3010	3010	3029	3029	83	42
3026	3026	3027	3027	3010	3028	3029	3029	83	38
3026	3026	3027	3027	3028	3028	3029	3029	83	33
3026	3044	3027	3045	3028	3028	3029	3029	83	25
3026	3044	3027	3045	3028	3028	3029	3047	83	21
3026	3044	3027	3045	3028	3028	3047	3047	83	17
3027	3027	3027	3027	3010	3010	3029	3029	83	42
3027	3027	3027	3027	3010	3028	3029	3029	83	38
3027	3027	3027	3027	3028	3028	3029	3029	83	33
3027	3045	3027	3045	3028	3028	3029	3029	83	25
3027	3045	3027	3045	3028	3028	3029	3047	83	21
3027	3045	3027	3045	3028	3028	3047	3047	83	17
3044	3044	3045	3045	3028	3028	3047	3047	83	6
3045	3045	3045	3045	3028	3028	3047	3047	83	6
3009	3027	3009	3027	3011	3011	3011	3011	84	59
3009	3027	3009	3027	3011	3011	3011	3029	84	55
3009	3027	3009	3027	3011	3011	3029	3029	84	50
3009	3027	3010	3028	3011	3011	3011	3011	84	59
3009	3027	3010	3028	3011	3011	3011	3029	84	55
3009	3027	3010	3028	3011	3011	3029	3029	84	50
3027	3027	3027	3027	3011	3011	3029	3029	84	42
3027	3027	3027	3027	3011	3029	3029	3029	84	38
3027	3027	3027	3027	3029	3029	3029	3029	84	33
3027	3027	3028	3028	3011	3011	3029	3029	84	42
3027	3027	3028	3028	3011	3029	3029	3029	84	38
3027	3027	3028	3028	3029	3029	3029	3029	84	33
3027	3045	3027	3045	3029	3029	3029	3029	84	25
3027	3045	3027	3045	3029	3029	3029	3047	84	21
3027	3045	3027	3045	3029	3029	3047	3047	84	17
3027	3045	3028	3046	3029	3029	3029	3029	84	25
3027	3045	3028	3046	3029	3029	3029	3047	84	21
3027	3045	3028	3046	3029	3029	3047	3047	84	17
3045	3045	3045	3045	3029	3029	3047	3047	84	6
3045	3045	3046	3046	3029	3029	3047	3047	84	6
3009	3027	3010	3028	3011	3011	3012	3012	85	59
3009	3027	3010	3028	3011	3011	3012	3030	85	55
3009	3027	3010	3028	3011	3011	3030	3030	85	50
3010	3028	3010	3028	3011	3011	3012	3012	85	59
3010	3028	3010	3028	3011	3011	3012	3030	85	55
3010	3028	3010	3028	3011	3011	3030	3030	85	50
3027	3027	3028	3028	3011	3011	3030	3030	85	42
3027	3027	3028	3028	3011	3029	3030	3030	85	38
3027	3027	3028	3028	3029	3029	3030	3030	85	33
3027	3045	3028	3046	3029	3029	3030	3030	85	25
3027	3045	3028	3046	3029	3029	3030	3048	85	21
3027	3045	3028	3046	3029	3029	3048	3048	85	17
3028	3028	3028	3028	3011	3011	3030	3030	85	42
3028	3028	3028	3028	3011	3029	3030	3030	85	38
3028	3028	3028	3028	3029	3029	3030	3030	85	33
3028	3046	3028	3046	3029	3029	3030	3030	85	25
3028	3046	3028	3046	3029	3029	3030	3048	85	21
3028	3046	3028	3046	3029	3029	3048	3048	85	17
3045	3045	3046	3046	3029	3029	3048	3048	85	6
3046	3046	3046	3046	3029	3029	3048	3048	85	6
3010	3028	3010	3028	3012	3012	3012	3012	86	59
3010	3028	3010	3028	3012	3012	3012	3030	86	55
3010	3028	3010	3028	3012	3012	3030	3030	86	50
3010	3028	3011	3029	3012	3012	3012	3012	86	59
3010	3028	3011	3029	3012	3012	3012	3030	86	55
3010	3028	3011	3029	3012	3012	3030	3030	86	50
3028	3028	3028	3028	3012	3012	3030	3030	86	42
3028	3028	3028	3028	3012	3030	3030	3030	86	38
3028	3028	3028	3028	3030	3030	3030	3030	86	33
3028	3028	3029	3029	3012	3012	3030	3030	86	42
3028	3028	3029	3029	3012	3030	3030	3030	86	38
3028	3028	3029	3029	3030	3030	3030	3030	86	33
3028	3046	3028	3046	3030	3030	3030	3030	86	25
3028	3046	3028	3046	3030	3030	3030	3048	86	21
3028	3046	3028	3046	3030	3030	3048	3048	86	17
3028	3046	3029	3047	3030	3030	3030	3030	86	25
3028	3046	3029	3047	3030	3030	3030	3048	86	21
3028	3046	3029	3047	3030	3030	3048	3048	86	17
3046	3046	3046	3046	3030	3030	3048	3048	86	6
3046	3046	3047	3047	3030	3030	3048	3048	86	6
3010	3028	3011	3029	3012	3012	3013	3013	87	59
3010	3028	3011	3029	3012	3012	3013	3031	87	55
3010	3028	3011	3029	3012	3012	3031	3031	87	50
3011	3029	3011	3029	3012	3012	3013	3013	87	59
3011	3029	3011	3029	3012	3012	3013	3031	87	55
3011	3029	3011	3029	3012	3012	3031	3031	87	50
